Id	EssaySet	Score1	Score2	EssayText
881	1	0	0	To make a hypothesis. ^p After to make a conclusion. ^p Determine if the investigation is good or bad.
882	1	1	1	To delicate this experiment, I need to know the exact volume of the vinegar at the beginning, and the volume at the end of the experiment.
883	1	2	2	I would need to know what the four different samples of material I was passing were. I would need to know how much vinegar to add. I would need to be told to calculate the difference in mass once the ending mass was found. In the beginning the procedure should also say to gather all materials and safety equipment, (gorges, hat)
884	1	2	2	They need to tell how much vinegar they need in each container. They need to tell like where they will place the container, if it has to be in warm place or room temperature. They have actually determine the mass.
885	1	2	2	To be able to do the same experiment exactly the way the group of students did I would need the amount of vinegar in each asp. I would also need to know the environment around the samples for example, the temperature they were left to sit in. Lastly, I would try to keep the starting masses about the same for each material and give the number in the procedure.
886	1	2	2	In order to delicate this experiment, I would need to know what kind of sample material is needed, how much vinegar to put in each container, and how much of each sample is necessary to get the best results.
887	1	2	2	After reading the groups procedure I would need additional information in each to delicate this experiment. For example, I would need to know how big should the container be to put the sample. When, how much vinegar should be added to each container. Finally, I would need to know if all the four samples be put in the container at the same or will it affect the final results of the experiment.
888	1	2	2	To delicate this experiment I would need is know what type of sample I would need to measure the mass. Additionally I would need to know what kind of container to put the samples in. Also I would need to know how to measure the mass of the sample before and after the experiment.
889	1	0	1	You would need to know first, the materials needed for the experiment. When, if the materials are listed, it will be easier to use them later on in the procedure. Second, you will need to know how to measure the mass like with a triple beam balance. Also, you will need to know how to remove the samples from the container. Would it be necessary to  take it out it out with your hands or may be use a tissue or metal handle to remove samples.
890	1	2	2	That kind of container?Fig small? what are the samples? They don't tell us what they are they could be anything you don't know there rocks until you look at the data table.In this they say to place a sample of a material into a container and label. That sample? what material? That container and what are we supposed to label? the sample or what is being put into?
891	1	1	1	In order to keep this experiment valid you would have to make sure when they are to over night that they should all be in the same exact conditions.
892	1	3	3	To delicate this experiment you would need the following information. You would need the amount of vinegar, the students used, you would need the type of samples they used and would also need the type of container that were used. Also you would need the starting masses of each of the samples that the students used.
893	1	3	3	In order to delicate this experiment you would need to know how much vinegar to use the size of the container the pp of the vinegar and the room temperature
894	1	3	3	a The group would have said how much vinegar to add to each sample. ^p b The size of each sample should also be stated because size difference would affect the results of this experiment. ^p c Would need to know what materials to gather.
895	1	2	2	I would need to know what are the samples, like the ones they put in their table at other ones. They don't state what the samples have to be .  They also don't say how much should the samples weigh. They also don't say how much vinegar should  be used.  Should it be the same amount or no because they allweigh different amounts.
896	1	2	2	After reading the groups procedure, I would need to know the most important part of the experiment, the samples I would use. In the procedure the group does not say that you need marble, limestone, wood, and plastic. Additional information I would need would be how much of each sample I would need because I may need a band or couple of dances and I would need to know how much vinegar to use for each sample.
897	1	0	0	His table is not so clear it only has the dependent variable. It's still missing the control group. The indecent variable is the change in mass. The purpose of this experiment was to see the different mass for four different samples.
898	1	2	2	The three additional information you would need for a complete procedure for acid rain would be telling what each sample was in order to do the project. And also how much vinegar to put inside each separate container and last was what temperature should you rise the samples in water after 24 hours process.
899	1	0	0	Well first thing they do was they determine the mass of the samples, they Vinegar on different samples and than they wash it with water.
900	1	0	0	The additional information I would need in order to delicate this experiment is determining the mass of force different samples, make sure you let  it sit for a white and make sure pour pour vinegar in each of four separate but identical container.
901	1	1	2	I would need to know how much vinegar was used. I would also need to know what conditions the container was left in when it was left for 24 hours. Lastly, I would need to know more specific about the sample materials such as what type of wood or plastic was used.
902	1	1	1	Additional information that the group would need in their procedure is a hypothesis to get them started. A final statement at the end of the experiment to clarify whether or not their procedure was accurate. One important thing they need to mention in this procedure is, what four different materials we are using.
903	1	2	2	In order to delicate the experiment, the group needs to clarify a certain mass for all of the samples. Otherwise, the data can be affected without this constant. Also, it is important to include what samples are from since the data table charities that marble, limestone, wood and plastic are the specific materials used. His needs to be included in the procedure. Finally, the group needs to include a specific amount of vinegar haired into each cup so that variations in the amount of vinegar don't affect the validity of the experiment.
904	1	3	3	In order to delicate this experiment, one would need to know, first or all ,what each sample is. They would also need to know  how much vinegar to use on the materials.Lastly they would need to know how many samples of each material.The would need and the substance size.
905	1	2	2	Additional information that i would need in order to delicate this experiment would be, what the sample are, how much vinegar i am supposed to pour into the container and lastly, how do i determine the mass of each sample (In other words what type of measuring device do i use).
906	1	1	1	To delicate this experiment first off I have to know which sample is which. When recording the mass I will not know which belongings to the correct sample. Also it does not tell us in what merit unit we are measuring the samples with, so this needs to be clearer. Last of all, in order to delicate this experiment I need to know how much vinegar needs to be added into the container, because different amounts of vinegar can change the results. Last of all in step 4 it tell us to remove the samples, but I do not know ways to remove those samples, in a several cup or container?
907	1	3	3	To additional information you would add in order to delicate the experiment would be what kind of container
908	1	0	0	You would need the starting mass, ending mass, and difference in mass.
909	1	2	1	You would need to know how much vinegar to put in each container. You would also need to know how much of the sample material you should put in the container. In addition you need to know how you would remove the samples from the container weather you can touch them or have to grab them with something else.
910	1	1	1	Additional information needed in order to delicate in experiment would be how much vinegar would be poured in the container. if you do too much it's or not put the same amount in each mass the experiment will be dried. Also naming the container with each sample so you know what when you write down your data. Including record data would or additional information too because if it wasn't without a procedure someone might forget to write all the data down.
911	1	0	0	That is the independent variable and what the dependent variable also don't ^p forget about the control.
912	1	0	0	In order for or to delicate the experiment, the chart needs to show every piece of the experiment like what hand when you put Vinegar on four separate prices but identical container, on how you put one piece of of material in one container and label them the doing the with the remaining samples one piece of material in one container for all of it each. By showing all the data then you'll be able to delicate the experiment.
913	1	2	2	One thing you would need to know is how much vinegar in step 2, to pour into the container. Another piece of information that would be helpful for this procedure is how much of each sample you need to put into the container in step 3. A last thing you need to know is how long do you rise the sample off for, in step 4.
914	1	1	1	1. You need to know the amount of vinegar being added. ^p 2. You need a control group. ^p 3. You need to know what your laboring each container.
915	1	1	2	In order to delicate the experiment, I would need to know how to find the mass of the samples, possibly using an electronic  balance. I would also need to know how big of a container to use. Sometimes, if you have a lot of vinegar, the results will be different. I would also need to know the purpose of the lab. Is it to see the effects vinegar has on each of the samples?
916	1	0	0	I would need to determine the mass of four different samples. Also, place a sample of one material into one container and label and after 24 hours,remove the samples from the container. I would have to do the mass of grass for the samples.
917	1	0	0	Take sure to include at least three pieces of information. Samples have lost in for nation because, get information. Ample allow the samples to fit and dry for 30 minutes. ^p  Because, determine the mass of each sample.
918	1	1	1	First, would want to know what materials i would be testing in the procedure, the students do not provide a clear explanation of what is being tested. Also, how do we move the samples without touching them with our fingers, they should specify if we need to use forces to move them or not. The acids on our fingers could affect the samples, they should also describe how to figure out the mass, the way they wrote the procedure makes it so that one would not know what device to use to figure their new mass.
919	1	1	1	To delicate the experiment you would need to know what kind of samples you could use, such as marble or plastic. You would also need to know how to determine the samples and to find the difference in mass at the end. Between the starting mass and the ending mass of each sample.
920	1	2	2	The additional information you would have to indicate this procedure and you need to know how much vinegar to put in the container, how big the container are and how you determine the mass of each sample.
921	1	0	0	I think that they needed to u the time on the box using all the other sample and show how long it stand there threw are where experiment.
922	1	3	3	Some additional information that would need in order to delicate the experiment is the amount of vinegar you need, the size of the container used in the experiment. You would also need to know the temperature of which the experiment would be staying at in the 24 hour period.
923	1	2	2	Some additional information i would need to delicate this experiment is how big the container where also how much vinegar I would need to put in each container. The last thing I would need to know is if i can use more than four samples.
924	1	2	3	To delicate the groups procedure, you would need to know how much vinegar to pour in each container. You would also need a control, which would be all the sample in water and you would need to know where to keep the samples and what environment they should be left in.
925	1	1	1	In this experiment you would need to know the purpose of this experiment in order to delicate it. The students chart shows the before and after results and the procedure is good, however, it does not state what the purpose is here. I think the purpose is to test impermeability at the samples. You would also need to know what samples you could use.
926	1	3	3	After reading the group procedure i have vinegar multiple pieces of information in order to delicate its ^p experiment would need how much vinegar put in each cup how long as they would rock for the temperature of the water and what amount the condition they were around to dry in the.
927	1	3	3	In order to delicate  the acid rain experiment, we must know more than what the group has given us. For example, in step 2 the students don't tell us how much vinegar needs to be poured in each container. They also don't tell us what kind of container and if it matters what it is made out of. In step 1 & 6 the group tells us to determine new mass of the samples. They don't say what we use or how to find the mass of the samples. Another problem is that they don't tell us what the samples are until we see the data table, they should say it in the procedure.
928	1	3	2	In order to delicate this experiment you would need to know how much vinegar they used. Also, you would need to know what size and shape the samples are. Also you would need to know how to dry the samples which it doesn't state.
929	1	1	1	His procedure is not very specific in its description. For one it does not tell you how to find the mass of the four different samples. It does not indicate the amount of vinegar to put in the container or how much of the sample. It also does not indicate to find the difference in the new mass at the end which is the results that you are really looking for.
930	1	1	1	After ending this groups procedure,i have decided that the group needs to show how much vinegar is added to each container.They should also include a purpose and problem statement to clear up wh we are going to delicate their procedure.
931	1	3	3	In order to delicate the experiment you would need to know how much vinegar they poured on the three samples, the size of the samples, and the size of the container. He would have to know all those things if we wanted to do this lab exactly like they did.
932	1	1	1	In order to delicate the experiment, I would need to know how much vinegar to add to all of the container. I would also need to know how much of each sample I would need to get before testing, lastly, I would need to know what the control of the lab is in order to be able to draw conclusions about my results.
933	1	2	2	The group was not very specific in their procedures. In step 1, they say "determine mass of four different samples." Samples of what? They never say. They also say to let it sit for 24 hours, where should it sit? In the light or dark? Of I were to follow the procedure the group wrote, I would probably not be able to control the variable in the same way that they did without guessing.
934	1	0	0	some additional information that would be need with this experiment is a hypothesis. His is because you should predict and guess the things you could be working with. You would also need a scale to tell you how much each sample range in grass.
935	1	3	3	He would need to know how much vinegar to use in each container, also what type of container should be used and if we're using pure vinegar or if its a solution. Lastly it would be helpful to throw if the container were left and at room temperature over the 24 hours.
936	1	3	3	I would trusted to know where is being tested another word the specie materials which we are taking samples of in addition i would need to know the type of vinegar being since different vinegar have different oh along with the amount of vinegar added to each container these three pieces of information are all reason to delicate the experiment.
937	1	1	1	Some additional information that we will need in order to delicate the experiment is the materials that are needed. The other two things that is needed is that the students should write how to use the material and also how to clean up and clear everything out after experiment is over.
938	1	2	2	To delicate this experiment you would need to know the exact amount of vinegar used in each container or else the results would be different. Also, you would need to know the temperature of both the vinegar and the water you used you rise the samples in, and the outer temperature where you let them sit for 24 hours.
939	1	2	2	In order to delicate this experiment, there would have to be instruction on how to find the mass of ann object. The word sample should be more specific, so it's absolutely clear what should be placed in the container. Lastly, there should be a clear amount given for how much vinegar to pour into each container.
940	1	3	3	After reading the groups procedure, I would need to know some additional information to delicate the experiment. First, I would need to know what type of material is being used. Another thing I would need to know is where to keep the material; in sunlight? in darkness outside? I would also need to know how much vinegar to add to each cup.
941	1	1	1	Are other information you might need to red this lab is after what time did they measure the samples again? now much vinegar they used, and what progress the samples made between.
942	1	0	0	In order to delicate the experiment you will need to know why are the students making this experiment? Why are they trying to get the mass of the elements listed in the table?
943	1	1	1	To delicate this experiment you would need to know how much vinegar was put into each cup. You should also use the same mass as in the original experiment. And you would have to know how much water to use or might have to allow more time for it to dry.
944	1	1	1	After reading the group's procedure, the additional information  I would need in order to delicate the experiment is,the amount of times to do the experiment, how long to let the sample sit each cycle and I would need to know the amount of sample and vinegar that has to be in each container. Also I need to know the what the control in this experiment and they need to describe the independent and dependent variable more client so that way, you can know what your dealing with.
945	1	0	0	In order to delicate the experiment is to have more samples, time and container. To you can use different sample different results of the mass in all objects.
946	1	2	2	In the procedure it should include the four samples being passed, without this knowledge the experiment would be hard to repeat they should also tell of the method they are using to mass the four samples, yet another thing that should be added to this procedure is what type of container to use in the experiment. These 3 changes to the procedure, will make the experiment easy for delicate.
947	1	3	3	Since the groups procedure is a little vogue, in order to delicate the experiment, you would need to know some additional information. First, you'd need to where to let the sample sit and dry, because that could make a difference. And you would need to know how much vinegar to pour into each container since that mass to be held constant. Finally, you'd need to know what are the 4 different samples to use. You know by looking in the data table, when they don't list items in the procedure.
948	1	2	2	After reading the groups procedure, additional information that would be needed to delicate the experiment would be the number of trials that this experiment has to be done in order for u to be in a more valid. Their would also need to put for how long the samples need to be rinsed because if one sample was rinsed longer than another it would affect the difference in mass at the end of the experiment. And most importantly they should be more specific in exactly what the objects are being soaked in this experiment for 24 hours or this experiment would be convincing to follow.
949	1	3	2	In order to delicate the groups procedure I would need to know how much vinegar was poured into the container, how large the container were and how thoroughly the container should be rinsed. With these pieces of information I could more accurately follow the procedure and hopefully get similar results.
950	1	0	0	In the information they talk about all the procedures that the students did on there experiment. The students listed  everything  but they didn't give us the time they started. To you will know when to start the 24 hours. To you can drain them and let them come out.
951	1	1	1	I think that if this group that did the acid rain. Investigation should of recorded the hemp. of the vinegar and cleared it if it was the right amount , so they didn't tell the amount of vinegar and the staff that happened that happened after they let the samples sit and dry.
952	1	0	0	Your different samples ^p Your vinegar in each ^p Place a sample of one material ^p After 24 hours, allow samples to sit out for 30 min ^p Determine the mass of each sample.
953	1	0	0	You would need what the outcome is after the 24 hours. Label what liquid you used for this lab.
954	1	2	2	You would need to know what samples you would need to use. Now much vinegar to put in the container, say if there was any repeating the trial.
955	1	2	2	After reading the troops procedure, some information i would add is how much vinegar to put in the cup, i would also say that maine they should have mention what the room hemp should have been when they left it over night because this hemp could change the results of the experiment and they really dont have a dependent or independent variable.
956	1	3	3	In order to delicate the experiment, I would need to know first what question the students are trying to answer and what the purpose of the lab is. When, I would need to know what the three samples are. I would also need to know how much vinegar to put in each container and how large a sample of each material to use. The amounts are not specified. Finally, it would be helpful to know if a control should be used and what it should be.
957	1	2	2	In order to delicate the acid rain experiment, you would need to know specifically what four samples are being tested, how much vinegar should be poured into each container and what kind of balance/scale should be used to determine the mass?
958	1	2	1	It is necessary to have a constant for each of the four different samples. The constant would be using water instead of vinegar in the container with the the samples. Also the students did not state how much vinegar they put into each container.
959	1	3	3	After reading the groups procedure, there are some things that may need to be added to be able to delicate the excitement. In the procedure, the students would have to add what the four samples are that are being used to determine the mass. Also, the students used to write down how much vinegar to put into each of the four container. Last but not the least, the students will have to add what size should all four container be for the samples.
960	1	0	0	To delicate the experiment, you will need determine the mass of four different samples. Allow the samples to sit and dry for 30 minutes, place a sample of one material into one container a label, repeat with remain samples, placing a single sample into a single container.
961	1	2	2	The additional information I would need in order to delicate the experiment are to know what the four samples are, how much vinegar to pour in to the container, why to rise the samples out with distilled water, what letting the samples sit and dry for 30 minutes does, and what I will measure the samples in to find their mass?
962	1	1	1	The students in the group should have the starting mass be the same for the samples in order to give accurate results . Also to delicate it. I would have to know how much vinegar is being poured into each container. Last the amount of distilled water for each sample should be specified.
963	1	3	3	The information that the procedure is missing to be able to delicate the experiment is the size of the container. The size of each sample and how much vinegar did they use. Without these missing information then you can not delicate the experiment.
964	1	2	2	Some additional information you would need in order to delicate the experiment are the amount of vinegar put in each container. You need to know what the four different samples are and you need to know what unit to use when measuring the mass of the samples.
965	1	3	3	I would need a list of materials and know what type of equipment to do this experiment on. I would also need to know the problem to this experiment. I would also need to know how much vinegar to put in to the container and what size pieces is use to do this experiment.
966	1	1	1	In my opinion, they should add more information of, the temperature because different samples might react differently in lower or higher temperature. They should do more than just one try with each sample, It should be at least 3 to get a better data, they should have measure mass much more often as well.
967	1	3	3	In order to delicate this, I would need to know what the 4 samples this are testing for, so you don't know what to test. Also, around how much of the samples do you need? 100g or fig or fig. Also, how much vinegar to pour into each container. They must should be specific. They could have also added what to measure in grass, g, lo etc. They should have also told what type of area to keep the samples in, Right/dark,warm/cold.
968	1	2	2	There are several pieces of additional information needed to delicate this experiment. First, we need to know how much vinegar to add, in order to keep the amount constant and get results like those given. That size and configuration should the container be ? It says "identical", but does not specify anything else. Thirdly, how do we determine the mass of the samples ?
969	1	0	0	Least three pieces of information I would need to delicate this experiment is (1) what safety equipment should I wear? (2) The exact way to extract the samples from their container (3) what do I need to determine the mass of each sample?
970	1	3	2	First at step one they need to tell you how to determine the mass of four different samples and should also label the samples there. In step 2, you need to be told how much vinegar to pour. In step 5, it could be helpful if you were told where to let the samples dry. When in step 6, once again you need to be told how you should measure the mass of the samples.
971	1	3	3	You would need to know the size of the samples and how much vinegar to use. The size of the container would also be vital to delicate the experiment.
972	1	2	2	The additional information needed to delicate this experiment included the starting shape and size of the sample, how much vinegar is being poured into the container and last what is being used to determine the mass of the samples.
973	1	3	3	In order for me to delicate this experiment you would need to know some additional information. One piece of information you need to know is how much vinegar is poured in each container. You also need  to know what the conditions are made out of. The last piece of information you need to know in order to do this experiment is if there is a top on the container.
974	1	0	0	I dont think i would add any additional information, The procedure seems pretty straight forward and very information.
975	1	3	3	To delicate the experiment, I would have to know the size of its container I use. Also I would need to know how much vinegar they poured in. Lastly, what is the sample material that a major part of the experiment.
976	1	1	0	In order to be able to retreat this experiment I would need to know what is in the cups. I am assuming that it was same type of acid, because the marble lost g, the limestone lost 1.g and the plastic lost g. The acid in the cups would have eaten away at the materials, and different acids have different rates of corrosive, so I would need to know what acid acid and its pp in order to retreat this experiment
977	1	3	3	To delicate the experiment, a person would need to know how much vinegar is added to each sample. They would also need to know what container they used. A person would also need to know if the container were covered or not during the experiment.
978	1	0	2	His experiment would need clot more information for it to be repeated. It will need a control groups so they can compare it to the rest of the variable. Understanding that there needs to be a consistent amount of vinegar and starting material would help the outcome of the experiment. It is also important that the materials are the same shape and size, so they have the same surface to volume ratio.
979	1	2	2	Without the table, a lot wouldn't be known by looking just at the procedure. First, in order to delicate the experiment, you would need to know what four samples you would be taking the mass of. Second, you would also need to know how much vinegar you should pour into the container. Lastly, in order to delicate the experiment, the person would need to know how much distilled water should be used to rise the materials. It would also help if it was specified in the procedure, with what should the person be finding the mass of the materials (balance?). In what unit (grass?).
980	1	1	1	The procedure did not tell the reader that they would have to record their data. His is important to delicate the experiment because if you do the experiment without writing anything down, you can't see the results as well.You would also need to know how much vinegar to put in the container and have it be the same amount for each sample. You might also want to include the difference between the starting ending mass in the data findings.
981	1	2	2	In order to delicate the experiment I would need to know the amount of vinegar that get poured into container what type of container have vinegar is in and now much distilled water to rise each material rising  without much details the experiment that I would conduct would mass likely give me different results that the groups of students.
982	1	3	3	The additional information that I would need in order to delicate the experiment would be what size do the container have to be, how much vinegar to pour in the container, how big do the samples have to be, what should the labels say on them, how much water do I use and how long do I rise for, and how do I measure the mass ?
983	1	2	2	In order to delicate the experiment, the group of students need a control. In warm water is used as the substitute for vinegar. In the first step, the students need to identify the fast different samples that are going to used experiment on. Also, the procedure did not identify how much vinegar should be needed to pass on the samples.His additional information would make the experiment more valid as it will be will be easier to follow.
984	1	3	3	The group of students didn't specify what "samples" they were referring to. Secondly, they didn't include how much vinegar to add to the container in step 2 nor did they list the size and or volume of said container. They didn't give instructions on how or what to label the container in step 3, or how much distilled water one would need to rise the sample with in step 4. All of these would need to be taken into consideration in order to delicate the experiment.
985	1	0	0	1. Determine the mass of four different samples. ^p 2. Instead of pouring vinegar, pour a different kind of liquid. ^p 3. Use three different kind of container to see what happens. ^p 4. After 24 hours, remove the samples from the container and rise each sample with distilled water. ^p 5. Allow the samples to sit and dry for 30 min. ^p 6. Determine the mass of each sample.
986	1	1	1	To delicate this experiment you would need the four different samples used, materials used in this experiment and a start time and ending time.
987	1	1	1	In order to delicate this experiment I would need to know how much vinegar to pour into each container. The group now specified how much vinegar was used in their experiment.
988	1	2	2	Of I was to delicate the experiment I would need to know how to get the mass of each sample material. I would also need to know how much vinegar you need and I need  to know the size of the cups they are using.
989	1	1	1	To delicate this experiment, you would need to know how much vinegar you are using to put in the four cups, what measuring tool you are using to measure the mass of the samples, and what yourdetermining the mass of. In their procedure, it doesn't say how much vinegar they used nor the measuring tool they used. It also doesn't provide us with the answer of what they are actually getting the mass of.
990	1	2	2	After reading the groups procedure, a few things are missing. I would need to know the exact mass each sample should be before the experiment. By having all the mass's the same, it would be easier to determine the difference. I would also need to know the exact amount of vinegar each cup of samples would get. Also, some information such as how long I should rise the samples for after the hours would be helpful in the replied of this experiment.
991	1	0	0	Of you wanted to delicate the order then you would have to double everything in the was trials that were provided for you.
992	1	2	2	Now much vinegar to use. The temperature the experiment was conducted under. Now much of such sample should be used.
993	1	1	1	May the amount of vinegar put into each cup, how do you determine the mass ? And
994	1	1	1	Now much vinegar do you pour in the four container.
995	1	3	3	In this procedure, the group should also add information of the exact amount of vinegar used, the measurement of how much of the sample were put into each container, the temperature control of the area you put them in and lose what kind of container they used. All this information is needed to delicate the experiment.
996	1	1	1	In order to delicate this experiment, you need to know how much vinegar to pour into the container and whether it's the same amount for each. In order for the experiment to be implicated, the students need to do 3 or more trials for each to gain reilabilly.You also need  have a control, which would be one of each placed in distilled water.The mass of each material should relatively close so that there isn't a drastic change in mass are to bigger placed or material.
997	1	3	1	Now much basis was used in each container,rise with distilled water for how long .Now much the container have to be.
998	1	2	2	One piece of additional information would be to give a specific amount of vinegar you would pour in rain container. Another would be to give the weight of each of the sample and make sure they are all the same. One more additional piece of information you could use is the size of the container.
999	1	2	2	They need to specify what the four different sample are because it is the independent variable. They also neat to include how much vinegar is used because it is a controlled variable. Knowing the amount makes the experiment more accurate and more valid. Another thing is they don't mention a step in the procedure telling the person to measure the stones before they are placed on vinegar. His is needed for comparison. A control (one with just pure water) is needed to increase validity.
1000	1	0	1	Additional information you would need for this experiment is how much water was in each cup, you should also know if all the materials are close in size.
1001	1	1	1	In these procedure it's not explained what this sample is that there putting in. To if we knew exactly what is was it would help. There should be a control with container without vinegar to compare to the other samples with vinegar. The last thing to make the procedure right is to know the mass of each sample to know much to use.
1002	1	2	2	After reading this procedure, the students could add the amount of vinegar, in number 2, that you would pour into the different container. Another thing the students forgot was the different samples, what are they? They need to include marble, limestone, wood and plastic into the first step. The last thing they need to add is to include a step for finding the difference in the mass at the end.
1003	1	3	2	In order to delicate the experiment I would need to know the amount of vinegar in each container, I would need to know what it is they labelled on the container and I would also need to know the size of each container.
1004	1	2	2	One would need to know may things in order to delicate the group's procedure. He would need to know how much vinegar was poured in each container, how much sample to put in the container and how big the container are themselves.
1005	1	3	2	First the students should have the amount of vinegar that goes into each container. Also the group should use a control in this experiment. To delicate this experiment we will also need to know under what conditions the samples an the vinegar will be in. He would need to know whether or not it was in the sun or dark because that will make a difference.
1006	1	3	3	In order to delicate this experiment you would need to know how much vinegar to pour into they container the group should also state were to let the samples stir and dry and how big of a container that the under should of seen and into.
1007	1	3	3	He would need to know how much vinegar to pour into each container. It would also be helpful to know the size of the container & size of the sample to use. The process of how to clean the samples specifically as to not effect the mass is lacking information.
1008	1	1	1	The additional information you would need in order to delicate the experiment would be how much of each sample would you need and how much vinegar how you need in order to perform the experiment. Also, it would be helpful to know how you measure the mass of each sample like as what tools you may need.
1009	1	2	2	In order to delicate the experiment, I would need to know how much mass of each sample I would need. I would also need to know what I should use in order to calculate the masses. Another thing I would need to know is what material I am passing, they dont tell you any of that in the procedure. I also need to know how much vinegar to pour in each sample, because it seems here the vinegar is supposed to be the control of the experiment, but if the same amount isn't used each time then it won't be a control.
1010	1	2	2	In order to delicate the groups experiments,I 'm going to need to know how much vinegar I need, and how large of container I need.
1011	1	2	2	Additional information that I would need to know in order to delicate the experiment is how much vinegar they soaked the samples in and how big the container were that they used. And I would also need to know what shape the samples are.
1012	1	1	1	The students can include the measurement of the vinegar that is poured into the cups. Now much of the material they will to put into the container. Use the same amount of mass for each object.
1013	1	2	2	The additional information I would need to delicate this experiment is that new and how much vinegar in the container then also need to specify what material to put in the vinegar and how to determine the mass of each material.
1014	1	2	2	For this experiment to be repllcated there would need to be a few added things such as what should be used used to measure the 4 different materials. Also what would those 4 materials be. It never states what materials to use. Now much vinegar should be poured into cup? ^p Should it cover the material or not all the way the people performing have no idea about these things. There also needs to be a control maybe one untouched or put into water.
1015	1	2	2	After reading the procedure, additional information that you would need to delicate the experiment would be; to know how much vinegar they poured in the four container. Explain how to determine the mass of each sample and state what kind of vinegar was used.
1016	1	1	1	In order to delicate the experiment, I would need to know how much Vinegar I am putting into the four container.
1017	1	0	2	1. One thing that could be added to the procceger is that you could try using another liquid, rather than finger. 2. another thing that you could change is add two of each type so there would be 2 stone types, 2 plastic, and 2 woods. 3. instead of rinsing each sample after 24 hours you could measure the mass with the finger and then ring it off and measure without the finger.
1018	1	0	0	The additional information you need in order to delicate the experiment would be the time the example was started,the difference in mass from all four samples and determining which sample had more mass,which sample had the least. In explanation of why the amount of mass was that amount
1019	1	0	0	-Repeat step 1-6 ^p -Round this data for the and trial ^p -Compare the 2 trials and find the average mass for the four samples. ^p -Observe the data and make a conclusion on the experiment.
1020	1	0	0	Additional information needed in order to delicate the experiment would be in the procedure, write you need to make a data table to record information, form a hypothesis and you would need a control.
1021	1	2	2	1. That are the four different samples? ^p 2. Now much vinegar are you supposed to pour into each sample? ^p 3. Now are you going to measure the mass?
1022	1	2	1	To delicate the experiment you need to know how much vinegar to put in the container, there needs to be a control, and you also need to know the shape of the objects because shape could have an effect on how much material gets dissolved.
1023	1	1	1	*They have to do the hypothesis to test if that mass is good to the experiment. ^p *They have to measure the amount of vinegar. ^p *They have to know how much time they have to repeat with remaining samples.
1024	1	2	2	In order to delicate the experiment, there is some information that wasn't involved that is needed. First, in the product it just said pour vinegar. It didn't say how much which is important. Another important factor that would be needed is in what temperature to let the samples sit and dear in, in steps, it justsaid let it dry for 30 minutes, to didn'it say whattemperature. Finally, when step 4 says, mix with distilled water, it doesn't say what temperature the distilled water has, it just says distilled water. I would need to know at what temperature distilled water has to be.
1025	1	3	3	I would first need to know what material the samples know and I would need to know how much vinegar. I would also need to know how big each sample should be. Also how big the container would be.
1026	1	1	1	The information that I would need to delicate this experiment is the same type of samples they used. The other thing I would need so that the experiment could be valid is the time they started with, which is the starting mass. Last but not repeat all the steps they did in order to have o valid experiment.
1027	1	3	3	You need to know the amount of vinegar that you have to pour in the four separate container. You also need to know what size container you are putting the sample in. Also, you need to know what temperature you leave the samples to sit and dry at for 30 min.
1028	1	0	0	One piece of information I would want to know is how big each piece of rock, plastic wood.
1029	1	1	1	In order to delicate the experiment, you would need a control such as water to compare the results to: You will need to know how much vinegar to include in the cup. You also will need to have an equal mass for equal mass for all of the samples. That is the additional information you need.
1030	1	3	3	1. That kind of samples ? ^p 2. Now much vinegar ? ^p 3. That kind of container ?
1031	1	2	2	In order to delicate this experiment, I would need to know how much of each sample to use it is important to only vary the type of sample, rather than varying the initial mass too. I would also need to be able to  know how much vinegar to pour onto each sample. Too much or too little vinegar will change the mass differences practically. Storing the samples, is another vital area in this experiment. The temperature and amount of light the samples are exposed to needs to be directly mentioned within this experiment.
